packet_size,duration,protocol,src_port,dst_port,is_malicious
691,0.03781954800459937,1,48741,813,0
62,0.08410988209947218,2,60450,316,0
273,1.1158040262921278,0,36658,964,0
1173,1.1685458502680346,0,19654,185,0
1103,0.41774429966530524,0,52012,54,0
682,0.24284863405289658,1,42060,37,0
486,1.680452133099945,1,25968,723,0
306,0.24475443008621614,2,24384,805,0
1400,2.9518867079628914,2,13837,1013,1
797,3.448567042405993,0,50524,270,0
728,3.8249463216758732,2,5625,863,1
842,5.116230910326839,1,13954,732,1
401,0.20198529069231935,2,5357,508,0
709,0.8380416503017795,1,6423,228,0
1296,0.47322113901727975,2,55872,428,0
1099,3.3503693382891138,1,18863,870,0
693,4.954347403995362,1,52361,723,1
1002,0.5102557896285618,2,41228,810,0
102,4.0663472418816795,2,21219,1,0
1142,0.768885015085509,1,28872,23,0
259,3.3193938873641367,0,24717,503,1
1372,0.29810754694918923,2,48739,448,0
1199,1.2085283661935966,1,47753,796,0
209,0.014477243172157839,2,65191,496,0
902,0.0507804045720145,2,41878,900,0
282,0.9146884839986118,2,37474,425,0
1123,0.41805590125063014,2,52022,700,0
419,3.0643617582373657,2,2878,18,0
783,2.335012119104509,0,32582,959,0
628,1.250736927671352,0,4009,445,0
1303,1.7045488082996958,0,62818,561,0
804,1.1006098314319746,1,44609,559,0
120,0.1341968742484905,0,20302,627,0
1402,1.450484653570041,0,41288,39,0
1423,0.2359653614282461,1,34350,729,0
839,0.39073836354219693,0,20304,210,0
1264,1.710553075159803,2,60285,774,0
839,0.7690041455423688,0,35046,211,0
439,1.9656894758924928,0,16691,565,0
143,0.23957191066111133,0,19089,972,0
441,0.9359283912258567,2,49870,281,0
1274,0.08751074443272137,2,63633,867,0
1106,1.0301903620512487,2,22679,833,0
815,2.9185158401681153,2,11030,133,1
502,0.879310252081243,1,7307,449,0
538,0.30956169725310284,2,42646,264,0
627,1.0045384198424538,2,46100,807,1
111,0.1272072993115874,2,4349,111,0
1074,2.416701685420607,2,31807,555,1
474,2.7244878141053155,1,51417,850,0
617,0.23134509719822985,0,4167,238,0
529,1.3281241337329959,0,36829,891,0
1226,2.0132873008883463,2,58529,457,0
405,0.7358087378043228,2,13441,901,0
424,1.1064402347802873,2,32324,759,0
265,1.6874822501753728,0,27550,516,0
803,2.044099577853144,0,29920,876,1
680,0.35224999742507956,2,51957,861,0
669,0.0006277135994216797,0,38467,897,0
1466,3.2993846863233482,1,51653,862,0
920,2.495501310684894,2,28630,824,0
84,1.4463342748889765,2,40940,173,0
1056,0.08237778791062395,1,62354,193,0
232,0.5933070758292609,1,8575,515,0
261,0.10746467671009727,0,50282,790,0
548,0.8931044265666477,1,36460,968,1
1256,0.9575893118510251,2,55111,568,0
357,3.2398292496226464,0,57446,786,0
192,2.3316846420596216,1,51340,409,0
691,1.193213609059478,0,48704,688,0
183,0.10163478057511154,0,51333,628,0
484,0.3204312368942818,0,3270,84,0
1415,0.5232637257437738,0,40445,671,1
516,1.440328493418871,1,59034,798,0
719,1.6207475218252327,2,60494,80,0
414,0.4863055837726009,2,64435,578,0
722,0.5410855325855537,1,44925,209,0
327,0.04552997560419399,2,8673,522,0
202,0.3412751579907959,0,50687,199,0
648,0.6001764208436725,0,42233,571,0
529,0.12441087854579917,0,1912,234,0
565,0.6037955554725146,1,43007,819,0
643,1.918519409738016,0,63062,244,0
613,0.8706508095698668,0,58159,891,0
763,0.08221908388802221,1,30448,393,0
1270,0.21278651954917233,0,42583,566,0
1479,0.6434894883419192,0,53198,446,0
1465,0.44861347813932995,2,52706,849,0
573,0.4443000461741383,1,12099,393,0
40,0.7534651766959684,0,23723,9,0
981,4.0485369025074505,0,48996,613,1
416,1.5938676125203057,0,52240,920,0
916,1.7372762817622056,0,10974,807,1
124,1.637149778970936,2,6437,715,0
211,0.4134134563720866,2,40329,904,0
36,0.05702864584501491,2,64309,153,0
1163,0.8078571576621009,2,4593,110,0
654,1.3175933425763624,1,2266,834,1
444,2.7263197621596515,0,38121,266,0
148,1.2948510153912536,2,31109,373,0
1173,2.49826733753577,0,11511,152,0
591,2.389747865912656,1,19333,1008,0
48,0.9277918930453193,0,31795,976,0
1140,0.7502723215482715,0,27662,595,0
1053,0.8151814158922601,2,37187,955,0
637,4.400346758348009,2,50616,415,1
251,1.4835442646591306,1,22639,907,0
808,0.11234698070417413,0,58357,646,0
1327,1.5070095217727282,2,52919,326,0
747,5.147102458600718,2,9063,672,1
778,0.5930313826313037,2,9222,551,0
821,0.23630436638393995,1,35378,176,0
1234,1.9639087680491154,0,51001,525,1
745,2.0980922799901083,2,4848,315,0
219,0.34300013658635436,0,51444,67,0
964,0.08556958909261364,1,25023,952,0
370,1.231677004064317,0,4460,760,1
1403,1.1910391558014695,2,29038,553,1
1263,4.6830475035367645,0,41881,184,1
1216,0.32588550888113593,0,17081,35,0
486,0.20387438807912545,1,2334,934,0
600,0.6881923298806258,1,62401,505,0
1580,3.504242105413336,0,10843,849,1
1072,2.129057224921615,0,49257,963,1
468,0.07971702953730463,0,59404,802,0
106,1.0907424366832583,1,14481,76,0
120,0.2712314812280405,1,1501,472,0
1051,0.6719323372860174,0,61046,582,0
864,0.336998265794067,1,9930,746,0
1243,1.2829030166465105,2,10892,523,0
106,2.9060202844488825,1,19570,880,0
62,2.4898401531650736,1,34300,283,0
1618,3.5047046428441715,1,8343,816,1
1940,3.306523270144055,2,64568,536,1
452,4.539327216927308,2,34173,274,1
683,1.1498835705434003,2,59548,539,0
1060,0.2028068928842839,0,49079,54,0
167,1.7199182543581262,0,2869,55,0
328,4.105698718444609,2,24708,888,1
251,0.2094695431132755,0,30882,745,0
385,0.33100350796901834,0,46354,277,0
1271,0.3113288401347114,0,43702,443,0
876,1.0153188737448344,2,59468,883,1
418,0.26705637309376706,1,60228,418,0
1254,0.13189443306171877,2,27691,632,0
1434,0.13203634004565953,2,26317,225,0
951,0.925772516610802,0,57893,570,1
559,1.3271175213260333,0,25917,255,0
582,0.3879194506155438,1,5653,176,0
461,0.035265284392462404,1,6728,566,0
1304,0.13607735877563776,1,2800,146,0
792,2.4615170555571413,1,58279,771,0
369,0.6803171576058548,2,49305,664,0
1395,0.6043542091803279,1,52460,385,0
557,2.9811133936303627,2,49020,262,1
1363,1.3042979532552066,0,32260,531,0
157,0.7509205430629436,1,2268,854,0
1011,0.2257481103433755,0,2357,371,0
387,0.11661669629833679,0,4693,683,0
1594,0.8061159278219876,2,18608,891,1
1380,1.814999217536452,1,51970,904,0
1266,2.0046648044069757,2,49371,197,0
379,0.9234321219967409,0,56357,948,0
940,1.3002503517233066,1,28301,585,0
348,0.1223436804331714,0,51630,815,0
981,0.8870379606005896,0,2957,597,0
861,1.2191372978945507,1,34538,284,1
965,0.22403500218072966,1,57546,302,0
982,2.121553809163182,1,42824,132,0
1425,0.21690894880286657,2,25381,120,0
863,4.761818849669365,2,28095,728,1
188,0.9690504878949909,0,63982,136,0
236,1.0170785657801327,1,7851,628,0
397,1.201924041099863,0,31868,573,0
321,3.4527551436609634,0,49989,529,1
209,1.8935558767288543,0,26688,34,0
786,0.7610987350127045,0,1816,532,0
389,0.6373753386540666,0,40719,208,0
208,4.732432353418941,1,18675,970,1
671,1.348529695724536,2,43534,674,0
1146,0.41394262751787,1,40161,299,1
393,1.4127992004291965,1,48592,522,0
800,0.10009543828296334,1,20098,94,0
179,0.027854934038133015,2,8898,414,0
370,0.5168871163331543,2,17700,371,0
1331,5.048052594174989,2,40656,409,0
1331,0.1922312191422711,1,37814,383,0
911,1.1167080646560883,2,59772,441,0
1269,0.19042961791040852,0,19056,878,0
542,1.290209844676618,2,65267,447,0
541,0.7039122530653824,1,31909,619,0
1132,5.88559153171494,1,12032,617,1
292,0.22674148601842367,0,45894,71,0
955,1.3689588236887922,2,63705,943,0
1445,5.430491879625931,2,49134,84,0
202,1.095568427794351,0,44902,209,0
507,0.6801914655950971,1,6195,259,0
980,6.068314482009301,1,10613,239,1
560,1.4149865376015085,2,19101,302,1
1004,1.309050098190475,2,7734,232,0
809,2.1959440488871604,2,51213,932,0
433,0.06365846436351422,2,21260,282,0
1215,0.5979536810456975,2,39251,394,0
1331,0.22906033846496193,1,15961,418,0
1478,0.8359053881097536,1,10778,206,0
705,1.0485171437955378,1,26712,264,0
132,0.3604293872328236,1,8072,311,0
907,0.6161521949593828,0,23592,859,0
141,0.3275871059489899,1,33071,906,0
1265,0.4610695206390359,0,10507,697,0
58,0.173805866452572,1,18569,626,0
516,2.167699748750106,2,18437,79,0
1172,0.12368372618451158,2,29937,869,1
1596,3.567239503895782,2,46241,342,1
962,0.8478820804932642,0,49146,813,0
168,0.4029550272640639,1,61107,562,0
1440,1.2839440231616066,1,65320,832,0
1041,0.7087729329557771,0,34770,95,0
680,0.6913660838699844,0,9733,770,0
321,0.11669369748455094,0,63361,941,0
1403,0.4935032363007587,0,26382,351,0
257,0.27583828233014346,0,49552,62,0
825,0.6328970562410989,2,12047,142,1
682,0.44644278784378577,1,30875,842,0
255,0.09411523640181722,0,29780,734,0
222,0.2968305090446922,2,64199,868,0
275,0.09708002836413146,0,55305,111,0
617,0.10640731397828117,2,50313,616,0
681,0.2219084324066828,0,59121,527,0
254,8.799851148566265,1,12169,782,0
1839,3.157994491375805,0,22216,671,1
553,1.0179709064155502,0,48283,157,0
1021,0.2315578841717351,1,19863,539,1
789,2.533611340166196,1,28434,597,0
560,0.09831086001248725,0,41184,9,0
232,3.1024979343267938,1,58947,276,0
482,0.9439867180054421,1,12471,227,0
455,0.0012688816053664182,2,53442,186,0
302,2.2443840920512392,1,22057,591,0
1450,0.7375418021669116,1,42379,216,0
107,0.3047193668573028,0,11153,433,0
1087,1.457915730578465,0,31382,569,0
480,2.612724847143059,2,14931,656,0
297,0.6610495129891326,0,22661,356,0
440,0.37914475920904955,1,39220,843,0
1396,1.5556371031822187,1,23393,1017,0
715,1.1450295883421822,1,30505,392,0
534,2.195997684030158,0,32705,579,0
722,1.1793257627290055,1,3613,275,0
145,0.5489182948867027,1,24584,494,1
42,2.683249054289974,2,4058,617,0
432,0.11074805487063764,2,1193,451,0
1073,0.31189655784253995,2,27937,420,0
127,0.7343746900483773,0,4263,985,0
1410,0.8341165114984846,1,4439,700,0
1324,0.015429003905200895,1,20976,164,0
1171,1.5167344262916962,1,12432,779,0
1272,0.44880169661116515,2,4508,563,0
1307,2.313221494493871,1,55011,638,1
155,1.657418512682817,1,19249,592,0
381,0.476880648594167,1,15947,183,0
1229,0.04837637011349483,1,57054,310,0
148,0.19411859356940953,1,62128,17,0
1304,3.1213674353568344,0,21960,446,0
534,0.07300666140641447,1,40636,170,0
468,0.4383983027088226,0,20434,280,0
1147,0.6995258149654037,1,31021,913,0
1484,0.806592810278172,0,56365,816,1
893,0.0039678043469608135,1,37757,340,0
492,0.6954753515629973,1,40976,726,0
1053,0.48413899725466814,1,59969,710,0
1814,4.3013562814959965,1,22887,519,1
321,0.17335279741814583,2,6404,910,0
327,1.8968938856171604,1,51322,11,1
942,0.5438335835893723,0,21734,524,0
1109,0.4954339146953969,2,16309,622,0
956,1.0961079101989688,2,28284,133,0
131,0.24272509642426232,1,33903,901,0
1056,0.24983608946611596,0,17167,640,0
1436,1.306415168971285,0,50768,148,0
519,0.6937283867839248,2,8437,566,0
951,0.5364095800830855,0,32602,823,0
617,0.18536986016609278,1,15750,954,0
696,9.275363555793396,1,58355,79,1
1087,2.5383534670593924,1,28039,346,1
333,0.09587923743479011,1,64839,609,0
908,2.022172816180766,1,51414,249,1
1055,2.2244500191597365,2,7007,639,0
228,0.3385049724122201,1,20202,542,0
1057,0.3971208572461075,1,28014,24,0
1461,0.12285217399399402,2,11345,471,0
1480,0.49205448514574135,2,61221,201,0
1420,0.037932116502777495,2,44853,131,0
1063,2.496178291882753,0,63563,634,0
606,1.118135680215278,0,37390,356,0
1292,4.735041884610225,1,53979,944,1
1225,4.366960303531016,1,35318,839,1
1254,0.6405368818299533,1,41701,150,0
1144,0.7333132051721304,0,35761,526,0
717,0.21143245285570172,1,42935,304,0
151,0.6199698494488962,1,18910,541,0
1424,2.333331697369281,0,54643,50,0
1175,0.05219203880663633,2,45320,464,0
1063,1.9918468901488169,0,23815,240,0
555,0.4169525391833865,1,9325,482,0
1392,4.8746493372997515,0,62354,906,1
514,6.488257851328813,2,36146,455,1
1197,1.1112869347160574,2,39111,985,0
841,1.0919061847099694,2,34017,283,0
964,2.8233114895749916,2,48312,335,1
424,1.8050892647796573,2,36803,352,0
221,3.260030125462754,2,37918,668,0
57,1.4920184999433599,1,34405,649,0
961,0.972693726353518,1,15106,327,0
310,3.102448471715986,0,50274,1019,1
1100,1.8935922253111095,1,6482,1016,0
960,0.7791491016317883,2,42794,336,0
1063,1.6289260090692304,1,23324,666,0
292,0.711077482307517,0,53513,995,0
1162,0.06447908287624536,2,3723,81,0
602,0.48442229464227143,1,30509,87,0
535,0.5877803887305119,1,56093,776,0
1264,0.15270517755362914,0,41309,258,0
545,0.108138068588193,2,2043,991,0
355,0.7667182653553823,0,53201,185,0
717,0.0889882058719536,2,33495,692,0
1098,0.36089120257851026,2,49695,698,0
519,1.3649124950586342,1,53704,123,0
919,3.336313970355496,0,21294,889,0
785,1.2653893791091009,0,23639,96,0
741,5.471778269414946,0,55358,605,1
181,1.1984479984753678,2,63385,515,0
613,0.3478489658021727,0,14722,904,0
178,1.1149018678964622,2,49942,443,0
1231,1.2111879886013652,0,39370,514,0
79,0.4647804691131898,0,7753,991,0
934,0.017872618583343068,1,40753,958,0
1362,1.214696042539198,0,12195,371,0
230,0.021939004907638976,1,14971,305,0
425,0.9974684615208564,1,61708,357,0
683,0.17866802556573397,2,56189,148,0
1152,0.8337976313623372,0,50972,285,0
1119,0.7010040155743422,0,35749,657,0
848,4.563057399788279,0,20474,842,1
1422,3.5005406894526696,1,14324,873,1
1017,0.91902237791507,0,61388,918,0
1160,1.8878732143364634,2,20088,262,0
946,2.1950060645851432,2,5465,574,0
887,0.6613578000122684,0,46803,491,0
38,1.3035076823786522,1,20356,738,0
451,0.38046216786970266,2,21139,31,0
759,0.4188336792179471,2,34893,702,0
1393,0.21624678773492878,1,22892,887,0
202,0.8254179052876768,2,43021,268,0
132,0.37770036703922877,1,21639,12,0
1226,0.08814390508136075,2,14639,191,0
500,1.1552019630834405,1,15756,400,0
1189,1.2301566542433071,2,26391,537,0
850,0.44627525704085663,0,46158,918,0
1156,0.07982641381076523,2,43762,91,0
782,0.5556446886536682,2,46784,600,0
495,0.5839976766830218,0,2005,844,0
782,1.1046430921548733,0,63905,501,0
1346,0.3789444959986918,0,59633,786,0
990,1.147590201772382,0,22578,301,0
1039,2.051737209418996,1,26343,111,0
1161,0.27113446556935233,1,17154,80,0
180,3.859409498599919,2,19839,836,0
420,0.4883601025341454,2,9590,652,0
217,0.31096255227210945,2,27353,433,0
1724,1.6153199719311764,1,7373,417,1
679,0.09915478432846674,2,54073,214,0
1287,2.2620942891921527,2,11752,447,1
418,0.5351764583400225,1,41340,18,0
219,2.6704074119578127,2,19399,54,1
143,2.3057123735874856,1,53104,880,0
127,4.658445081531727,1,22838,609,1
156,0.11117690391673915,0,37238,795,0
621,1.1148019229635424,0,56951,746,0
1443,1.0090309986687216,1,58959,979,0
861,2.9178205133488375,1,22569,240,1
519,1.7443912678668876,0,46612,846,0
157,2.026492993900595,2,19977,921,0
69,0.5346599422021518,2,3896,418,0
992,1.1968793403747169,2,10392,856,0
273,0.3123168439088077,1,35127,486,0
729,7.317650159316243,0,6437,444,0
1044,8.25226249000909,2,30293,566,1
845,2.8108819736153676,0,50288,599,1
1469,0.16111839836795447,0,21180,773,0
566,1.4955392536291368,1,14447,748,0
1345,0.5920061722302877,2,39086,123,0
941,0.5933022941159919,0,43829,420,0
600,3.1016022436654476,1,63789,566,0
1392,2.5211753765340665,1,3011,216,0
68,0.3727966862404362,1,64003,420,0
1160,2.254579752837031,2,38621,709,1
1423,3.7053226911870647,2,19393,551,1
723,2.3646634007464367,1,28892,966,0
588,2.6757038981520243,2,12458,877,1
375,0.9926959475260628,2,64829,228,0
1303,0.2969438771124737,0,55267,237,0
657,1.6134594277907777,1,15572,644,0
762,1.0000050821682516,1,17660,330,0
1338,0.700199008954799,2,58491,1012,0
1029,0.06199089557679824,1,33407,833,0
950,2.4761645239006365,1,43220,469,0
660,0.9556851531132681,1,18031,680,0
811,0.21404890166587517,2,36948,487,0
1356,0.9323848425334268,2,31235,549,0
631,1.1315385189380909,2,12352,579,0
828,0.7460635528644821,0,4413,623,0
1225,1.2662090460319173,1,53593,415,0
705,0.8709683543148331,0,60023,219,0
1791,3.6034908929807266,2,10482,721,1
207,0.05519254829032802,0,3969,381,0
1004,0.11232438327306796,1,10376,87,0
567,0.19076305050326245,1,11510,461,0
744,1.1717349744821777,2,42424,815,0
945,1.0373174145792048,2,3116,411,0
1451,2.2261692023670694,0,52881,691,0
1176,2.9241537885451456,2,65391,916,1
637,0.7099993593449422,0,37551,1006,0
433,4.807505789974185,1,6136,1013,0
1554,2.0585615181101153,1,17961,525,1
1263,1.790909789021266,1,38696,447,0
1215,2.513800699618261,1,47050,300,1
182,1.0462147499786139,1,2136,408,0
1263,1.2992673759109945,0,36569,637,0
289,1.0044502782771867,1,32764,375,0
651,0.1514129511221423,0,24505,233,0
925,0.5851020909438248,1,49379,763,0
1443,0.8242549478142995,0,11049,899,0
1225,1.8907652800509012,0,35106,638,0
224,0.5863500451720187,0,53669,747,0
601,2.510191286682475,2,61506,650,0
860,0.5804869740372685,0,14586,961,0
1360,5.032883900137524,0,12328,49,1
1018,4.358488617820184,1,58466,892,1
269,0.8748313831204121,0,57649,186,0
894,3.2243425497877425,0,8039,205,0
1484,1.0797978863116449,2,45909,78,0
215,0.7396298625571969,1,59847,481,0
805,0.28132106603644497,2,6734,386,1
1113,0.5339797870762931,2,13612,194,0
1103,0.5383930515218461,2,51398,103,1
1442,1.3787455964225224,0,64146,617,0
691,0.2335445485835854,2,21991,376,0
1262,2.483015916033273,2,22928,287,1
1191,0.21012743374853712,1,25280,836,0
963,0.13423519813036483,1,59372,482,0
218,0.3725241729996595,1,26076,723,0
1469,2.1708738572304274,1,63609,250,0
511,1.4913370264350672,2,16460,805,0
1082,1.4761215965898462,1,22839,201,1
161,1.5962098189721168,0,59503,536,0
1429,0.5295367106758574,2,16220,461,1
184,2.1842838871886743,1,61224,300,0
333,0.14769218520771418,2,19113,478,0
142,2.0235975557402752,1,50693,83,1
1125,0.8836979904882,2,18628,809,0
1174,0.10859361242273043,1,3530,458,0
1003,1.309815613218171,0,33608,691,0
324,0.489791807314377,1,21733,298,0
390,1.5343567186246732,2,59559,364,0
1260,4.698211639603398,2,45864,718,1
880,1.2765698246504595,0,49928,40,1
464,1.327127031623113,2,48135,816,0
444,0.2905447738595093,0,61611,625,0
469,0.9663919588502417,2,60345,340,1
1221,0.07853821491053968,2,39271,516,0
648,0.9619856590672954,0,44226,998,0
914,1.096188527001801,2,57612,108,0
509,0.4758997129925435,2,4114,316,0
1036,3.088347255732289,0,40289,114,0
346,2.072814918184511,1,60255,167,0
617,1.2307991538263288,0,22576,261,0
1034,1.2505476847773578,2,30159,618,0
308,0.2908894973334717,1,15715,224,0
612,1.0694862919814825,1,40785,262,0
592,0.22090389276724248,1,34765,251,0
1397,0.15548866910896178,0,22685,526,0
47,7.538668221063662,1,42049,710,0
1055,3.0678235482144465,1,7116,126,1
446,1.0177772203649664,1,36698,206,1
442,0.33990846573750966,2,1594,140,0
196,0.9261401880624675,0,13108,62,0
816,1.852378264939885,0,1331,283,1
985,0.09946790071478526,2,61776,54,0
586,0.7838353530499005,1,4766,346,1
629,0.6914882239151052,2,42766,524,0
861,0.9178084560029218,2,29816,136,0
872,0.06451693348559512,1,1789,330,0
41,1.2773483639860612,1,61843,144,0
1155,0.26187797569397875,0,42756,436,0
1100,1.155822380524095,1,25222,282,0
1109,4.011685344090029,2,62225,136,0
861,1.1747566823260582,2,8759,489,0
117,2.147232731963017,1,17226,813,0
1187,2.9603363027782885,0,48223,733,0
454,0.6669942656615377,2,12401,852,0
656,1.2117529225081134,1,47066,721,0
1129,1.9103352805499723,0,15321,915,0
607,0.44100251704653143,0,9060,401,0
363,0.30299514342702316,2,41388,871,0
1337,2.929917806375745,2,50715,892,0
670,4.136583024748781,0,25393,449,1
630,0.24805392099971413,0,35841,635,0
262,0.5961718291530014,0,53459,628,0
580,1.5918522974524618,1,38467,669,0
979,0.792002215967933,2,2687,270,0
51,1.049685271480305,0,40268,17,0
821,2.0531731782884375,2,59415,269,1
296,0.9728853926764855,2,13052,861,0
551,0.7767012433295986,2,20847,482,0
1633,6.60309262775787,0,16101,219,1
402,1.3003480143250328,1,58873,319,0
1111,0.9939074684261288,0,40935,238,0
903,0.4459581151599967,2,20655,545,0
233,0.5205596665482338,0,53676,285,0
395,3.521284093582592,0,2934,37,0
763,0.11921823889598897,2,34524,103,0
232,0.3126647806947026,2,20921,723,0
98,0.6780650088774919,0,59939,430,0
864,2.289821142168779,0,38401,792,1
623,0.17873877908947086,0,12158,654,0
801,0.3242832899476244,0,38248,239,0
1424,0.06806282318231498,1,27921,741,0
1020,1.2241253974257873,0,48304,645,0
699,0.2720836107791264,1,37127,125,0
77,0.49212613848334685,2,49337,565,0
1069,0.5864501630721098,1,46606,600,0
900,2.219291695524904,2,58344,610,0
466,0.5298900171869675,1,8080,882,0
94,0.49004587298197805,2,29974,607,1
1297,0.7429992788961804,0,3777,926,0
1087,3.2957027305138964,1,32965,188,0
1140,0.9356918244757494,1,35164,888,0
1031,4.097583028030778,2,15258,256,0
246,1.8395262035953523,2,10660,585,0
793,0.03662846240230987,1,4400,987,0
1057,8.456720463081718,2,31807,924,1
1479,0.33794695206072917,0,42273,874,0
620,0.8201101483554429,1,44049,794,0
507,1.0154180246671882,0,17471,530,1
1269,3.792086706609999,1,21353,676,1
1470,2.5661433227588417,0,17737,392,0
728,0.23148220254676272,1,64357,658,0
326,2.0723397633172422,2,5882,468,0
798,0.03093128597921508,1,52139,826,0
523,0.09527437265202181,0,20496,253,0
287,1.9287829501651987,1,60858,672,0
163,1.694029267302104,0,17548,861,1
527,1.3752995780337338,0,47411,561,0
582,0.5729962940178626,0,5563,176,1
1758,1.0606583961509806,2,65007,466,1
183,1.3364351441008753,1,19881,839,0
504,0.9870194045559185,0,39386,577,0
1115,0.6380886407074728,2,37695,988,0
586,3.21348504222489,0,6388,289,0
924,1.1274974782087865,1,1473,50,0
578,2.383261670800892,2,60193,4,0
257,1.3084837238582665,0,21854,631,0
1516,2.1308712188991206,0,22102,852,1
1253,0.08340146756849248,0,38598,885,0
573,0.44545092397004304,1,1893,500,0
847,1.9545330668191734,2,39871,676,0
487,0.2647521339533281,2,63648,1017,0
1890,1.2703675590626,2,41099,223,1
1607,2.2351491682565197,0,29164,870,1
405,0.24902290782533157,2,4683,668,0
794,2.594117164432043,0,37394,899,0
867,2.0247006762170243,1,42376,262,0
406,0.6925138417271396,2,59209,685,0
896,0.06330608035426323,0,52624,535,0
278,1.2537316488407653,2,15409,903,0
302,0.9766028138981923,2,44775,376,0
355,6.100172275429528,1,63782,61,1
505,0.8186043780232622,2,57768,356,0
948,0.4100662623062824,1,20361,833,0
239,0.7319331108883748,2,6155,646,0
1329,5.54204743929622,2,2382,24,1
1034,1.191920501106045,2,59358,293,0
1284,1.606336492082473,2,26638,557,1
632,0.2753340766798106,2,58395,691,0
947,1.3610263728629917,2,17795,356,0
707,1.3873822705659187,1,14627,984,0
632,0.38168361842898,1,17270,870,0
279,0.6610940788377905,0,18240,941,0
1023,3.2737053575177737,2,42233,575,1
985,0.29935671711661216,1,44011,29,0
385,0.02623727697610472,2,43512,357,0
563,0.3357689265164213,2,21601,365,0
668,0.8073689522772574,1,52014,608,0
833,0.001602470819833502,2,43344,409,0
1059,0.3329850412942288,1,63526,266,0
1172,2.1320859152966523,1,12325,291,0
782,1.0225631470109664,0,10539,567,1
1152,0.9361435618369678,0,27826,153,0
1078,1.5827091458447846,0,62048,219,1
689,1.1284700589877066,0,1915,173,0
392,2.556717617142333,2,22996,608,1
1205,1.7078603875218716,2,51481,635,0
1303,0.12407806778840018,0,48877,12,0
943,1.0671175595615776,1,55459,516,0
1145,0.4172583647231032,1,21956,362,0
471,1.5031107393142273,1,5216,858,1
150,0.7979846136404755,1,17152,579,0
735,1.088329759510834,2,23860,657,1
215,0.18563391912590718,1,25861,969,0
949,1.012860731700546,1,52516,477,0
1764,8.7576607434372,0,51969,577,1
1041,1.7464234059283874,1,60664,82,0
664,0.061884119276293156,2,60660,617,0
246,0.47197257171932155,1,23802,693,0
1084,8.971599993657428,1,44154,340,1
284,0.6992532800133465,2,17732,441,0
1415,1.0850402838269224,0,42969,617,0
1477,2.4372525088359835,2,25256,226,0
665,2.0698452570174317,0,58290,371,0
379,0.7620727992171799,1,40436,28,1
1612,1.7053073585026082,0,5806,1008,1
1438,0.41504982280364067,0,62220,995,0
1493,1.2694698047928223,0,27339,16,0
962,0.3382553446740676,1,11076,277,0
1407,0.28753222558725,0,20545,333,0
476,0.4404446632819212,0,4922,483,0
744,0.19506042093177545,1,18243,810,0
1269,1.187836418722695,2,5178,566,0
1001,0.9577396138124104,2,36570,288,0
1174,0.6594774883855651,2,14833,114,0
607,0.494830528841153,1,26996,38,0
895,6.093185636992295,1,40201,454,1
1005,0.029556300783451495,2,60044,882,0
1320,1.4658040993784909,0,13547,742,0
175,2.3218654885156447,2,65409,166,0
1261,0.5912308322168062,1,38105,694,0
209,0.8000433001445266,0,23054,956,0
1460,2.8907181997769062,0,60205,205,0
1000,0.2386094279113233,1,41400,878,0
565,0.7342501474339957,0,21129,245,0
458,4.9650143718003985,2,47509,871,1
326,0.2989353509047283,1,25319,333,0
1261,3.8046128451974983,1,12888,943,1
357,2.2985989956786668,1,45006,396,0
1357,1.5229509969796722,1,13900,821,0
1118,0.21735901511048006,0,19079,507,0
972,0.09074411919494765,1,34708,929,0
298,0.9299954269371103,1,22996,924,0
1219,0.05878948974355374,0,26517,121,0
915,1.1172627988938542,1,10349,259,0
292,0.7559255883044175,0,56672,722,0
856,1.0870367427876684,0,52012,410,0
639,0.8920147271497272,1,52314,310,0
881,0.5493976678643072,2,37799,808,0
950,0.22424062805817704,1,52081,706,0
308,0.36485421143459545,2,21397,68,0
743,0.7433896046083075,0,37277,114,0
912,1.0551738297831352,2,22205,220,0
291,1.5117805661293524,1,60488,220,0
1109,1.4574497911764912,1,52908,473,0
927,6.817166671504989,2,57890,730,1
955,0.33665028059887453,1,11985,749,0
267,0.07376571649818778,2,18729,943,0
391,6.794921524583105,0,45700,386,1
1090,1.3598256690307484,2,37146,298,0
473,0.5764521161444425,2,27128,930,0
220,1.7025867977606888,2,14533,606,0
143,0.7970118493015194,2,8125,253,0
20,2.6562890636549605,0,63519,405,0
987,2.95388888721412,0,5767,492,0
1245,0.8278674379120773,0,9975,357,1
659,0.6095663205435694,2,8038,428,0
210,0.9408115786691335,0,37204,215,0
535,0.2955429427093574,1,58001,993,0
714,3.6570277520079473,0,51533,380,1
162,1.1322152194386537,2,60558,770,0
1234,0.2571324691747759,1,64233,859,0
552,0.9212564229722279,2,53657,752,0
246,1.195501547503961,1,42932,827,0
1356,0.09485622506282518,2,64555,214,0
1321,1.4290427913253239,2,44063,98,1
1345,0.30527598145993873,1,51942,528,0
479,1.288755234529742,0,9243,916,0
1902,1.137618583718467,1,8187,666,1
570,2.2278294035083377,1,3494,528,0
412,0.5637717509053667,1,44522,710,0
864,0.22065044956110688,1,17567,1005,0
1250,0.5762922133820583,1,20300,620,0
229,0.5255057900705841,2,55502,535,0
1610,3.0923213869105024,2,37905,554,1
665,0.8808301886763427,0,14438,549,0
1294,0.736417429848151,0,8773,328,0
